Ub nPatterns: 64 nProjects: 245
'&.*?;|<.*?>|([A-Za-z0-9][\\w-]*)'	82,89,1004,1074,1075,1495
"^'(.*)'$"	305,826,1415,1505,1580
'\\[(.*)\\]'	560,740,1007,1317,1501
'<([^\\s\\w/])'	322,467,505,534,1466
'(\\s*)[^\\s]+@[^(\\s]+(\\s*)\\(.+\\)'	322,467,505,534,1466
'"(.*?)"'	557,782,1223,1420
'\\(.*\\)\\s*$'	1116,1451,1471,1480
'(.+?)(\\(.*\\))'	433,927,1003,1202
'\\[.*\\]'	83,184,1569
'^\\[.*\\]'	743,1269,1498
'(\\w+)(\\(.*?\\))?'	113,1415,1469
'([^\\(]*)(\\(.*\\))?'	241,874,1249
'^[a-zA-Z_][a-zA-Z0-9_]*(\\(.*?\\))'	252,1087,1495
':\\s+\\(.*?\\)\\s+[-0-9x+]+\\s+[-0-9+]+$'	1025,1322,1505
'(?:.*\\()?(?P<name>[-\\w*\\.]+)(?:,|\\)?.*)?'	257,1319,1448
'\\[.*?\\]'	110,472
'\\(.*\\)$'	757,1087
'(.*)\\(.*\\)'	109,182
'\\[.+\\] (.+)'	1317,1501
'(.*)\\(.*?\\)'	109,182
'\\s*\\(.*\\)\\s*$'	251,1087
'\\\\?(loc)\\(.*?\\)'	391,872
'([^[]+)\\[([^]]+)\\]'	171,1381
'"(.*)"(\\s*\\[.*\\])'	1451,1480
'^(?:(\\s*\\(.*\\)\\s*)*:)'	1054,1198
'^([a-z]\\w*)\\s*:?(\\s*\\(.*\\)\\s*){0,2}\\s*$'	1054,1198
'([+-]\\(.*?\\)|\\(.*?\\)[\\*\\+]|\\(.*?\\))(?:\\s|$)'	305,1505
'^([A-Z]\\w+:[a-z0-9-]+)\\s*:?(\\s*\\(.*\\)\\s*){0,2}\\s*$'	1054,1198
'^([A-Z]\\w+::[a-z0-9-]+)\\s*:?(\\s*\\(.*\\)\\s*){0,2}\\s*$'	1054,1198
'^(?P<date>\\d{4}-\\d{2}-\\d{2})\\s+(?P<name>.+?)\\s+<(?P<email>[^<>]+)>$'	1199,1300
